Pesom,Cinturam,,,,
74.1,88.9,,,,
44.325,76.2,,,,
86.25,102.2,,,,
65.1,105.2,,,,
79.1,99.65,,,,
51.825,,,,,
59.5,82.5,,,,
84.45,94.05,,,,
44.65,93.05,,,,
60.9,79.15,,,,
54.95,78.05,,,,
91.8,99.5,,,,
52.8,81.6,,,,
71.9,76,,,,
78.25,94.8,,,,
69.6,104.5,,,,
66.35,96.9,,,,
129.5,126,,,,
57.2,83.5,,,,
43.75,70,,,,
80.4,103.9,,,,
74.7,87.9,,,,
73.4,94.9,,,,
59.4,86,,,,
126.3,119.85,,,,
62,91.3,,,,
67.8,82.4,,,,
60.15,95.65,,,,
78.3,93,,,,
71.9,87.95,,,,
68.2,84.25,,,,
57.35,96.5,,,,
47.775,64.05,,,,
44.075,70.9,,,,
62.55,75.45,,,,
55.85,80.5,,,,
52.2,82.9,,,,
45.05,,,,,
53.9,95.55,,,,
72.1,93.8,,,,
55.6,87.2,,,,
32.425,65.15,,,,
81.85,100.6,,,,
80.4,111.95,,,,
77.85,109.1,,,,
64.2,81.05,,,,
56,91.15,,,,
65.7,96.8,,,,
83.7,113.5,,,,
36.275,64.7,,,,
60.6,79.5,,,,
55.2,72.5,,,,
80.9,103.1,,,,
53.8,83.15,,,,
61.7,93.15,,,,
69.65,94.75,,,,
53.95,85,,,,
71.7,92.6,,,,
70.6,98.75,,,,
72,87.1,,,,
70.9,100.5,,,,
63.7,92.05,,,,
38.2,74.3,,,,
63.3,100,,,,
60.68,75.2,,,,
54.8,78.8,,,,
90.1,107.2,,,,
81.15,119.5,,,,
75.75,101,,,,
80.5,103.7,,,,
53.2,82.1,,,,
57.1,80.8,,,,
87.75,110.45,,,,
76.25,98.5,,,,
111.85,129.55,,,,
64.15,89.65,,,,
68.15,95.95,,,,
88.9,112.1,,,,
50.35,88.35,,,,
58.2,85.2,,,,
65.7,93.8,,,,
44.65,65,,,,
45.975,72.9,,,,
57.4,77.35,,,,
78.3,94,,,,
96.6,102.3,,,,
79.85,101.7,,,,
77.7,92,,,,
94.25,96.3,,,,
66,87,,,,
71.6,98.4,,,,
61.75,88,,,,
66.55,83,,,,
72,106.1,,,,
57.725,88.05,,,,
61.8,82.25,,,,
75.2,,,,,
88.5,118.65,,,,
94.2,94.95,,,,
48.325,79.05,,,,
49.3,72.05,,,,
52.3,,,,,
60,89,,,,
83.8,117.5,,,,
69.55,,,,,
94,114.7,,,,
80.9,101.5,,,,
64.45,85,,,,
55.25,72,,,,
65.2,98.3,,,,
80.45,106.9,,,,
60.1,90.5,,,,
69.5,93,,,,
53,86.5,,,,
67.9,102.4,,,,
53.1,75.1,,,,
106.6,107,,,,
61.1,75.05,,,,
40.45,70,,,,
83,107.8,,,,
49.375,72,,,,
54.35,92.45,,,,
55.5,89,,,,
76.55,98.9,,,,
80.9,94.6,,,,
60.05,86.1,,,,
72.55,90,,,,
82.6,106.65,,,,
66.9,91.75,,,,
88.5,106.6,,,,
85.8,93.9,,,,
59.35,91.65,,,,
71.35,96.35,,,,
66.3,95.8,,,,
63.85,100.6,,,,
92.35,,,,,
48.125,75.6,,,,
44.625,75.3,,,,
58,78,,,,
81.6,108,,,,
54.4,85.5,,,,
38,68.2,,,,
57.7,89.9,,,,
68.35,91.1,,,,
67.4,86.5,,,,
68.405,108.1,,,,
56,,,,,
44.9,68.6,,,,
63.9,85.1,,,,
105.7,110,,,,
52.3,76,,,,
67.55,92.9,,,,
65.4,109,,,,
84.45,111.05,,,,
93.1,111.15,,,,
67.2,91.8,,,,
62.2,88.3,,,,
57.85,90.9,,,,
68.6,82.65,,,,
66.7,,,,,
79.3,108.6,,,,
72,85.45,,,,
72.5,100.35,,,,
53.1,77.2,,,,
29.05,60.7,,,,
69.4,87.5,,,,
66.3,91.4,,,,
83.4,,,,,
55.9,84.6,,,,
59.5,86.8,,,,
97.5,107,,,,
71.15,90.2,,,,
68.6,87.95,,,,
143.3,149.8,,,,
59,86.9,,,,
50.525,89.1,,,,
62.2,88.85,,,,
60.95,97.05,,,,
85.3,100.25,,,,
72,,,,,
63.9,,,,,
43.05,71.1,,,,
81.7,101.4,,,,
64.7,100.5,,,,
59.7,82.5,,,,
73.5,99,,,,
103.35,126.6,,,,
51.1,79.7,,,,
59.5,86.5,,,,
80.1,111.2,,,,
55.3,86,,,,
65.6,79.6,,,,
77.6,,,,,
61.1,76.8,,,,
77.35,93.5,,,,
91.65,107.25,,,,
56.4,88.5,,,,
63.7,97.35,,,,
56.85,82.4,,,,
62.3,91.6,,,,
57.9,84.55,,,,
54.7,87.3,,,,
69.4,101.5,,,,
53.6,74,,,,
35.975,72.7,,,,
57.65,92.55,,,,
67.35,156.1,,,,
64.7,95.6,,,,
57.45,74.1,,,,
69.1,83.55,,,,
76.5,96.65,,,,
65.1,,,,,
45.15,65,,,,
60.1,74.35,,,,
87.7,113.8,,,,
75.35,94,,,,
64.5,83.1,,,,
62.55,100,,,,
68.3,83.3,,,,
88.5,104.25,,,,
65.3,99.55,,,,
69.55,99.25,,,,
63.8,97.2,,,,
57.35,90.3,,,,
50.025,83.1,,,,
83.2,115.2,,,,
49.25,70.95,,,,
72.2,92.15,,,,
44.9,74.55,,,,
50.6,85.25,,,,
53.95,81.75,,,,
64.9,91.35,,,,
45.65,87.7,,,,
64.15,84,,,,
75.2,94.6,,,,
79,97,,,,
74,92.6,,,,
47.525,72.6,,,,
92.1,105.95,,,,
59.15,,,,,
59.45,77,,,,
60.25,78.1,,,,
124,121.8,,,,
63.25,77.5,,,,
65.2,,,,,
52.3,91,,,,
47.3,68.15,,,,
80.05,94.9,,,,
93.4,101.55,,,,
86.1,104.05,,,,
77.525,101.1,,,,
43.975,68.1,,,,
63.7,,,,,
76.7,97,,,,
74.4,,,,,
64.65,85.5,,,,
67.85,80.5,,,,
71.25,103.4,,,,
107.1,112.9,,,,
67.45,79.6,,,,
81.7,101.05,,,,
62.3,93.45,,,,
65.4,88.45,,,,
96.6,,,,,
89.15,104.4,,,,
82.55,112.4,,,,
51.8,80.5,,,,
76.4,98.2,,,,
85.9,104,,,,
73.85,92.9,,,,
65.65,91.5,,,,
103.95,126.15,,,,
55.1,78.05,,,,
70,88.1,,,,
64.4,84,,,,
73.9,93.8,,,,
60.45,89,,,,
80.4,99.1,,,,
29.1,61.1,,,,
51.6,67.8,,,,
91.65,115,,,,
78.5,93.8,,,,
31.975,63.05,,,,
51.4,76.5,,,,
50.2,70,,,,
59.85,98.55,,,,
77.45,101.3,,,,
78.8,96.1,,,,
47.55,68.45,,,,
62.3,75,,,,
69.95,89.3,,,,
60.3,82.3,,,,
65.2,98,,,,
44.825,86.6,,,,
59.35,87.5,,,,
111,136.8,,,,
95.75,113.5,,,,
59.65,81.6,,,,
68.2,90.6,,,,
54.1,71.15,,,,
42.7,70,,,,
82.45,102.4,,,,
67.5,85.5,,,,
71.3,93,,,,
75.1,102.5,,,,
58.95,89.45,,,,
70.1,96.2,,,,
75.8,104.8,,,,
63.6,82.4,,,,
85.65,99,,,,
110.5,126.8,,,,
49.975,74,,,,
110.25,141,,,,
72.2,94.45,,,,
46.55,65,,,,
65.95,83.05,,,,
76.25,92.45,,,,
51.85,81.1,,,,
57,85.45,,,,
67.35,90.35,,,,
104,123,,,,
78.9,103.4,,,,
68.1,87,,,,
44.25,66.8,,,,
70.9,99.9,,,,
80.2,101.45,,,,
77.65,112.4,,,,
43.02,64.65,,,,
67.1,89,,,,
49.775,84.05,,,,
69,94.7,,,,
73.1,110,,,,
70.4,91.1,,,,
66.75,92,,,,
83.5,108.4,,,,
52.85,78,,,,
71.05,92,,,,
87.4,115.9,,,,
65,98,,,,
75.45,103.5,,,,
71.65,90.95,,,,
75.5,102,,,,
56.4,82.1,,,,
77.5,106.65,,,,
68.1,67.3,,,,
62.8,87.2,,,,
54.3,87.1,,,,
72.35,86.2,,,,
95.6,114.6,,,,
58.8,89.1,,,,
61.6,94,,,,
86.45,113.1,,,,
46.625,222.21,,,,
49.85,84,,,,
58.1,87.15,,,,
73.6,112.3,,,,
71.8,101.7,,,,
61.8,82.15,,,,
68,88,,,,
78.7,96.2,,,,
62.45,90.5,,,,
47.95,76.5,,,,
60.85,97.65,,,,
72.45,98.8,,,,
72.95,90.15,,,,
101.15,121.1,,,,
61.65,89.1,,,,
62.4,82.6,,,,
63.6,86,,,,
74,101,,,,
72.6,93,,,,
81.4,100.5,,,,
57.45,84,,,,
51.4,82.1,,,,
60.1,79,,,,
46.65,79.7,,,,
79.05,104.45,,,,
46.275,75.35,,,,
62.1,97.75,,,,
36.55,61.1,,,,
40.025,63.9,,,,
40.5,76.25,,,,
68.7,93.1,,,,
48.75,64.1,,,,
53.9,74.1,,,,
41.575,62,,,,
52.7,88,,,,
65.6,98.05,,,,
72.7,87,,,,
54.6,88.8,,,,
62.4,85.2,,,,
63.25,105,,,,
85,109.05,,,,
86.2,109.5,,,,
71.4,99.2,,,,
60.15,85.65,,,,
84.4,109.6,,,,
76.75,93.5,,,,
49,,,,,
75.7,96.95,,,,
47.95,67,,,,
49.275,71,,,,
69.9,85.5,,,,
67.9,90.3,,,,
75.1,,,,,
68.75,88.9,,,,
55.9,74.4,,,,
64.4,102.95,,,,
72.15,91.5,,,,
74,111.9,,,,
46.875,71.4,,,,
64.1,91,,,,
49,82,,,,
60.9,85.8,,,,
58,83.05,,,,
57.8,95,,,,
72.7,,,,,
67.05,88.5,,,,
58,79.05,,,,
47,66.1,,,,
48.75,68.6,,,,
46.6,71.55,,,,
63.15,80.95,,,,
50.1,87.15,,,,
74.305,107.15,,,,
50.8,78.4,,,,
80.7,98.6,,,,
70.2,93.9,,,,
59.75,84.3,,,,
61.9,101.1,,,,
48.65,76.6,,,,
78.5,93.6,,,,
110.95,,,,,
72.7,99.9,,,,
62.2,78.65,,,,
83.45,113.1,,,,
84.95,94.9,,,,
65.6,83.2,,,,
83.95,93,,,,
77.65,87.2,,,,
57.8,87,,,,
54.7,73.8,,,,
82.7,98.55,,,,
80.05,90.7,,,,
69.5,97.8,,,,
75.75,95.25,,,,
81.7,95,,,,
76.6,85.5,,,,
56.375,95,,,,
51.8,74.4,,,,
95.1,110.1,,,,
88.15,109.6,,,,
56.6,76.75,,,,
80.15,101,,,,
69.75,94.95,,,,
76.2,118,,,,
63.85,90.05,,,,
79.6,109.65,,,,
65.35,98.35,,,,
67.3,81.1,,,,
82.45,101.7,,,,
69,87,,,,
50.35,69.5,,,,
60.6,94.1,,,,
49.4,87.2,,,,
68.4,,,,,
59.95,80,,,,
75,105.3,,,,
80.85,105.35,,,,
82.5,99,,,,
76.5,96.1,,,,
71.3,105,,,,
98.3,126.1,,,,
71.85,94.6,,,,
54.5,99,,,,
75.7,94.75,,,,
67.6,103.3,,,,
65.15,87.7,,,,
58.45,90.55,,,,
69.85,108,,,,
46.85,67,,,,
63.05,93,,,,
67.9,88.5,,,,
62.5,72.8,,,,
108.7,,,,,
82.05,97,,,,
55.1,90.4,,,,
64.1,90,,,,
68.1,92,,,,
47.675,74.3,,,,
68.45,96,,,,
89.4,101.2,,,,
79.1,116,,,,
112.2,114.3,,,,
63.75,83.2,,,,
81.3,103,,,,
69.4,84.15,,,,
104.35,123.65,,,,
63.6,89.45,,,,
87.4,98.9,,,,
91.7,108,,,,
55.5,90.1,,,,
63.45,97.5,,,,
38.725,82.1,,,,
54.6,101,,,,
70.05,92.25,,,,
57.1,92.5,,,,
93.8,107,,,,
48.85,86.2,,,,
48.15,69.2,,,,
53.5,90.05,,,,
65.6,96,,,,
45.65,68,,,,
85.4,,,,,
66.3,92.5,,,,
63.7,98.8,,,,
82.7,105.1,,,,
54.9,75.5,,,,
62.425,76.9,,,,
65.9,92,,,,
69,,,,,
85.1,106,,,,
56.5,80.9,,,,
76.835,111,,,,
94.1,123.9,,,,
79.1,113.2,,,,
66.4,88.6,,,,
60.15,94.5,,,,
63.95,95,,,,
89.9,105.3,,,,
79.6,97.25,,,,
71.55,95.55,,,,
92.7,125,,,,
90.5,105.4,,,,
56,75.1,,,,
48.375,72.75,,,,
71.3,105.45,,,,
55.65,76.85,,,,
50.1,86.95,,,,
84.2,108.6,,,,
70.6,98.5,,,,
56.85,80.6,,,,
34.325,67.5,,,,
57.45,87.2,,,,
45.325,82.15,,,,
46.65,85.1,,,,
49.3,85,,,,
70.9,98.3,,,,
104.6,99.5,,,,
81.05,99.4,,,,
77.95,108.8,,,,
63.35,82.1,,,,
79.1,95,,,,
54.5,73.7,,,,
64.8,84.95,,,,
62.45,,,,,
62.75,100,,,,
76.95,111.05,,,,
82.25,108.1,,,,
53.45,74.1,,,,
96.5,125.15,,,,
69.7,91.6,,,,
53.95,85.45,,,,
61.45,94.9,,,,
89.7,99.6,,,,
105.1,106,,,,
71.7,,,,,
74.05,80.2,,,,
49.7,80.2,,,,
84.1,97.15,,,,
56.1,76.05,,,,
97.05,131.7,,,,
91.35,121.8,,,,
56.75,74,,,,
66.5,99,,,,
59.25,76.2,,,,
64.4,90.5,,,,
54.8,75.95,,,,
54.3,88.9,,,,
57.875,100.15,,,,
65.6,,,,,
59.85,91.9,,,,
53.8,70,,,,
63.5,98.2,,,,
61.15,83.8,,,,
39.6,72.5,,,,
68.25,101,,,,
101.4,118.5,,,,
68.7,89,,,,
82.95,100.4,,,,
57,73.9,,,,
63.1,85.6,,,,
94.75,,,,,
75.6,96.2,,,,
65.925,93.15,,,,
73.75,,,,,
64.15,,,,,
91.85,103.05,,,,
67.35,101.3,,,,
79.7,97.55,,,,
65.4,120.1,,,,
47.125,76.1,,,,
56.5,76.55,,,,
55.9,79.5,,,,
47,70,,,,
54.6,81.5,,,,
70.3,70,,,,
70.25,90,,,,
85.3,109.9,,,,
65.9,92,,,,
86.2,99.1,,,,
54.15,83.1,,,,
71.65,89.9,,,,
103.5,123.05,,,,
37.475,67.6,,,,
71.1,104.35,,,,
89.55,106,,,,
59.7,87,,,,
100.4,100,,,,
68.3,99.9,,,,
94.7,118,,,,
58.3,,,,,
50.9,71,,,,
72.65,96.4,,,,
92.8,104.6,,,,
48.2,77.05,,,,
99.4,112.55,,,,
69.5,94.1,,,,
79.15,101.15,,,,
94,110.2,,,,
56.7,85.15,,,,
69.05,96.05,,,,
43.9,99.5,,,,
60.1,85.4,,,,
42.2,64.05,,,,
67.5,,,,,
73.55,98.1,,,,
92.95,104.1,,,,
104.8,118.6,,,,
44.45,79.45,,,,
69.65,100.95,,,,
96.65,113.2,,,,
85.8,117.5,,,,
79.45,115.4,,,,
73.75,108,,,,
65.9,97.9,,,,
68.125,,,,,
59.65,,,,,
86.3,109,,,,
62,84.5,,,,
78.05,104.5,,,,
85.55,109.25,,,,
101.825,110.1,,,,
48.34,71.5,,,,
57.9,76.9,,,,
50.2,79.8,,,,
53.8,83.95,,,,
65.9,97.6,,,,
73.7,76.2,,,,
54.35,76.5,,,,
70.4,89.35,,,,
96.6,,,,,
64.6,93.5,,,,
61.4,89.95,,,,
67.95,88.2,,,,
71.15,110.9,,,,
60.1,90.4,,,,
54.5,77.85,,,,
50.2,74.6,,,,
66.4,96,,,,
107.25,125,,,,
60.9,82.7,,,,
60.3,70,,,,
61.85,83.2,,,,
109.9,124.95,,,,
66.45,87.45,,,,
69.6,106,,,,
79.5,94.5,,,,
74.85,111.75,,,,
38.7,71.8,,,,
56.1,90.75,,,,
72.7,98.55,,,,
64.45,90,,,,
64.7,92.1,,,,
42.75,63.8,,,,
38.85,,,,,
41.2,74,,,,
56.6,87.1,,,,
66.65,87.65,,,,
63.95,77.8,,,,
89,89,,,,
56.4,88.05,,,,
62.6,92.7,,,,
51,69.55,,,,
65.2,85,,,,
71.7,102,,,,
79.1,104.1,,,,
75.75,96.05,,,,
48.4,68.5,,,,
62.3,90.75,,,,
71.85,98.95,,,,
53.5,99.2,,,,
51.7,77.5,,,,
46.55,78.6,,,,
66.7,89.9,,,,
59.2,91.5,,,,
60.95,84.2,,,,
92.8,,,,,
35.5,62.95,,,,
86.65,115.05,,,,
42.95,,,,,
54.3,92.95,,,,
42.775,77.9,,,,
51.5,80.3,,,,
85.15,116.5,,,,
53.4,89.5,,,,
53.4,77.05,,,,
63.65,78.9,,,,
74.9,91.9,,,,
52.3,88.5,,,,
69.35,98.75,,,,
62,89.3,,,,
61.4,97.15,,,,
84.1,109.45,,,,
85.5,111.5,,,,
44.9,76.4,,,,
52.2,70,,,,
68.15,95.8,,,,
91.5,104.9,,,,
72.1,98.2,,,,
42.75,65,,,,
88.5,98.5,,,,
81.3,97.3,,,,
60.2,74.3,,,,
68.7,91.2,,,,
75.9,94,,,,
55,90.5,,,,
70.6,93.9,,,,
75.4,93.6,,,,
86.4,100.05,,,,
55.6,86.1,,,,
50.1,87.15,,,,
67.4,87.5,,,,
42.35,81.5,,,,
61,97.45,,,,
67.7,99.25,,,,
61.1,86,,,,
67.6,100,,,,
74.2,90.6,,,,
69.6,107,,,,
52.6,91.55,,,,
44.9,87.4,,,,
76.9,119.3,,,,
85,103.65,,,,
67.35,91.9,,,,
79.1,104,,,,
50.8,83,,,,
50.3,81,,,,
69.55,89.3,,,,
76.1,103,,,,
58.6,93.65,,,,
48.275,,,,,
57.45,106.85,,,,
75.65,106.4,,,,
50.45,71.8,,,,
60.5,82.5,,,,
64.8,94,,,,
46.3,74.8,,,,
68.6,89.3,,,,
98.8,110,,,,
112.95,118.3,,,,
44.625,66,,,,
59.9,,,,,
59.3,89.7,,,,
50.5,79.45,,,,
65.5,,,,,
73,96.6,,,,
70.55,95.2,,,,
56.45,98.65,,,,
40.85,69,,,,
67.65,95,,,,
89.075,102,,,,
82,101.2,,,,
53.5,89,,,,
61.2,80.5,,,,
87.4,103,,,,
96.9,108.25,,,,
69.85,,,,,
62.7,92.6,,,,
79.15,100.4,,,,
67.15,98.6,,,,
90.7,114.4,,,,
82.3,101,,,,
73.1,107,,,,
140.1,96.25,,,,
64.9,85.15,,,,
49.1,81.75,,,,
81.4,93.05,,,,
52.25,91.75,,,,
66.6,91.85,,,,
69.15,103.95,,,,
83.15,108.4,,,,
63.35,82.95,,,,
54.9,89.4,,,,
87.2,111.05,,,,
92.55,110.5,,,,
58.8,78.9,,,,
85.3,110.5,,,,
61.45,88.85,,,,
69.9,100.3,,,,
72.95,101.25,,,,
53.65,83.1,,,,
42.5,83.6,,,,
56.7,101.05,,,,
73.9,102,,,,
44.3,74.9,,,,
82.475,104.95,,,,
71.1,93.65,,,,
79.6,102.6,,,,
97.05,93.8,,,,
53.15,84.2,,,,
60.4,94.3,,,,
60.4,84.3,,,,
75.075,100.3,,,,
73.8,97.25,,,,
55.9,93,,,,
91.75,91.4,,,,
69.75,102,,,,
68,100.3,,,,
66.5,79,,,,
105.005,116,,,,
71.6,104.25,,,,
55.2,82,,,,
55.55,87.2,,,,
54.4,85.8,,,,
75.55,117.4,,,,
59,89.8,,,,
61.25,94.2,,,,
77.3,,,,,
94.1,112.2,,,,
73.25,90.2,,,,
57.4,87.2,,,,
72.45,101.3,,,,
68,100.55,,,,
69.3,99,,,,
56,87.25,,,,
66.8,89.5,,,,
66.45,107.5,,,,
74.5,93.8,,,,
62.4,113.05,,,,
98.7,104.25,,,,
64.7,104.7,,,,
52.15,91.2,,,,
68.7,94.05,,,,
66.6,99.8,,,,
71.5,106.5,,,,
64.25,98.25,,,,
76.55,109,,,,
64.35,88.75,,,,
74.15,99.05,,,,
73.85,94.1,,,,
76.8,104,,,,
72.6,93,,,,
66.9,94.5,,,,
50.9,73.9,,,,
86.3,103.15,,,,
69.3,82.3,,,,
92.2,101.5,,,,
55.35,89.95,,,,
104.65,122.5,,,,
96.05,105.8,,,,
59.25,95.35,,,,
91.25,97.45,,,,
66.05,97.4,,,,
56.05,87.45,,,,
63.55,87.25,,,,
76.7,98,,,,
61.4,83.45,,,,
28.25,55,,,,
72.8,91.55,,,,
49.225,73.9,,,,
53.3,83.1,,,,
84.1,90,,,,
87.9,103.5,,,,
71.7,108,,,,
63.5,85.5,,,,
72.45,98.95,,,,
51.35,93.65,,,,
47.85,73.5,,,,
67,94.4,,,,
65.55,98.4,,,,
64.4,88.2,,,,
53,86.4,,,,
79.7,109.2,,,,
60.5,92.2,,,,
53.3,81.5,,,,
56.6,92.1,,,,
113.1,114.2,,,,
56.4,85.3,,,,
70.045,92.55,,,,
80.65,110.35,,,,
53.35,92.45,,,,
83.65,110.1,,,,
58.7,95.9,,,,
66.6,95.35,,,,
45.95,77.85,,,,
62.85,89.25,,,,
62.95,80.05,,,,
50.3,93,,,,
70.4,100.5,,,,
74.5,107.3,,,,
68.4,92.8,,,,
70.4,95.45,,,,
66.9,87.5,,,,
97.9,136.25,,,,
53.4,81,,,,
85.35,,,,,
85.9,117,,,,
76.1,96.6,,,,
71,91,,,,
56.7,86.7,,,,
53.1,67.4,,,,
68.95,97.1,,,,
65.4,97,,,,
62.3,98,,,,
68.35,91.9,,,,
55.6,93.45,,,,
54.9,,,,,
52.9,81.5,,,,
86.45,113.15,,,,
39.675,76.3,,,,
26.45,53.7,,,,
78.3,,,,,
27.55,55.5,,,,
79.7,,,,,
81.2,109.3,,,,
76.55,,,,,
86.55,114.8,,,,
85.05,97.6,,,,
77.25,99.5,,,,
45.7,66.85,,,,
46.65,75.4,,,,
76,106.8,,,,
88.65,115.9,,,,
56.8,93.55,,,,
70.65,,,,,
86.6,118.1,,,,
52.6,74.3,,,,
85.25,100.7,,,,
64.8,94.9,,,,
52.15,82.8,,,,
73.65,95.8,,,,
48.05,71.6,,,,
83.65,108.8,,,,
64,101.45,,,,
55.3,90.7,,,,
39.6,81.6,,,,
56.8,78.5,,,,
85.65,105.85,,,,
58.15,,,,,
56.5,86.5,,,,
67,83,,,,
72.6,88.3,,,,
83.5,103,,,,
80.7,117.8,,,,
53.2,,,,,
84.65,110.85,,,,
77,105.5,,,,
80.6,97.1,,,,
82.3,99.6,,,,
60.9,93,,,,
76.35,106.1,,,,
67.1,94.5,,,,
57.2,34.55,,,,
74.925,112.2,,,,
59.1,82.6,,,,
68.45,96.9,,,,
70.25,110.1,,,,
64.3,85,,,,
81,99.4,,,,
78.25,90.1,,,,
85,104.6,,,,
66.35,94.35,,,,
75.1,93.75,,,,
62.2,86.5,,,,
66.3,85.15,,,,
47.55,79,,,,
76.65,108.3,,,,
71.9,95.15,,,,
45.25,70.15,,,,
70.4,93.9,,,,
88.3,106.2,,,,
71.9,96.1,,,,
63.8,91.5,,,,
98.4,97.5,,,,
104.5,126,,,,
52.8,88.4,,,,
91.9,128.2,,,,
68,100,,,,
102,103.4,,,,
71,107,,,,
106.2,127.05,,,,
47.2,70.95,,,,
58.75,79.35,,,,
77.6,98,,,,
63.85,90.6,,,,
57,87,,,,
65.3,85,,,,
54.3,76.7,,,,
65.3,99.4,,,,
50.75,91,,,,
70.55,86.8,,,,
62.95,86,,,,
60.2,83.1,,,,
56.75,81,,,,
64.25,92.2,,,,
72.4,101.1,,,,
64.4,97.05,,,,
43.05,68.9,,,,
76.6,110.9,,,,
54,85.7,,,,
52.4,,,,,
68.75,88.5,,,,
67.5,97.8,,,,
74.3,98.8,,,,
56.25,82.05,,,,
52.5,92.5,,,,
54.125,100,,,,
76.7,95,,,,
70,87.1,,,,
86.5,94.65,,,,
69.2,96,,,,
72.4,99.8,,,,
74.7,106.1,,,,
65.5,88.8,,,,
72.05,107.45,,,,
46.175,78.4,,,,
71.3,112,,,,
61.35,91.35,,,,
56.15,95.85,,,,
58.25,83,,,,
60.5,79,,,,
54.025,90.6,,,,
59.65,85.9,,,,
67.4,107,,,,
57.7,95.5,,,,
71.35,100,,,,
70,88.5,,,,
86.65,104.2,,,,
58,74.95,,,,
84.7,107.95,,,,
77.9,91.7,,,,
37.925,72.1,,,,
81.2,112.1,,,,
59.95,95,,,,
58,86,,,,
60.7,99.05,,,,
65.9,99.6,,,,
89.15,109.3,,,,
104.4,117,,,,
112.3,118,,,,
89.1,112,,,,
85.7,104,,,,
48.35,69,,,,
85.4,107.3,,,,
60.8,85,,,,
54.25,77.85,,,,
86.45,99.05,,,,
83.55,109.4,,,,
62.7,93.5,,,,
63.7,84.35,,,,
87.25,115.4,,,,
74.1,105,,,,
90.95,108,,,,
68.4,85,,,,
60.1,,,,,
60.55,99.5,,,,
70.95,99,,,,
67.65,96.7,,,,
70.1,87.2,,,,
70,89.3,,,,
85.5,101.4,,,,
71.2,111.4,,,,
76.6,97.8,,,,
72.5,97,,,,
77.6,104.3,,,,
93.5,113,,,,
56.4,102.15,,,,
57.6,88.5,,,,
65.2,102.05,,,,
67.35,87.5,,,,
66.05,92.4,,,,
57,82.15,,,,
54.7,90.95,,,,
54.45,98,,,,
67.75,104.2,,,,
67.8,85.9,,,,
87.85,99.6,,,,
57.45,88.5,,,,
125.75,134.7,,,,
77.8,109.3,,,,
75.8,100.2,,,,
92.7,113.3,,,,
65.15,94.6,,,,
100.85,125.8,,,,
83.4,110,,,,
70.4,78.9,,,,
66,95.15,,,,
74.95,102.25,,,,
84.8,116,,,,
72.5,103,,,,
75,94,,,,
75.4,94.05,,,,
128.1,131,,,,
68.6,96.1,,,,
64.7,94,,,,
66.475,,,,,
50.4,78.9,,,,
44.35,80.6,,,,
81.7,100.5,,,,
56,83,,,,
69,95,,,,
63.4,85.95,,,,
55.2,99.7,,,,
56.3,95.75,,,,
60.025,88.6,,,,
73.6,109.45,,,,
51.8,,,,,
65.8,101.5,,,,
88.15,103,,,,
83,105.5,,,,
94.25,115.3,,,,
69.4,91.5,,,,
97.5,109.95,,,,
67.1,92,,,,
72.5,91.5,,,,
62.55,96.7,,,,
61.6,94,,,,
60.1,89,,,,
72.5,92.05,,,,
47.8,78.5,,,,
54.6,90,,,,
75.2,108.2,,,,
61.1,92.3,,,,
86.7,116.7,,,,
77.9,106.8,,,,
77.6,97.6,,,,
83,115.5,,,,
56.15,84.5,,,,
84.6,105.8,,,,
63.2,87.6,,,,
51,73,,,,
67.25,86.5,,,,
147.05,152.2,,,,
83.25,107.25,,,,
70.35,106.8,,,,
67.6,95.95,,,,
49.625,82.55,,,,
76.6,109.4,,,,
82.25,111.8,,,,
61,91,,,,
65.1,90.4,,,,
100.6,115.1,,,,
77.75,102.3,,,,
59.9,91,,,,
52.675,81.75,,,,
76.7,101.9,,,,
76.95,107.55,,,,
72.5,97.55,,,,
42,89.9,,,,
52.75,84.2,,,,
51.1,87.1,,,,
76.3,103.55,,,,
57.3,91.5,,,,
57.4,81.55,,,,
67.5,96.1,,,,
67.25,105,,,,
74.85,88.9,,,,
56.65,86.05,,,,
47.725,68.6,,,,
72.2,97.25,,,,
50.2,78.15,,,,
73.85,103.15,,,,
82.8,111.5,,,,
38.725,71,,,,
60.5,97.1,,,,
86.7,104.9,,,,
75.1,108.55,,,,
70.9,95.7,,,,
88,120.1,,,,
81.1,105.9,,,,
40.3,67.1,,,,
59.65,95.45,,,,
76.7,107.15,,,,
64.1,92.2,,,,
97.7,115.4,,,,
62.9,82.55,,,,
54,90,,,,
72.1,95.6,,,,
49.4,77.5,,,,
53.1,92.7,,,,
72.45,105.4,,,,
55.5,95.75,,,,
59.3,94.3,,,,
58.55,83.3,,,,
68.56,104.45,,,,
75,105.45,,,,
53.6,77.1,,,,
76.45,112.9,,,,
60.5,89.05,,,,
63.25,98.35,,,,
61.6,83.55,,,,
65.65,99.05,,,,
62.4,88.8,,,,
65.4,95,,,,
56.75,87.4,,,,
97.5,101.15,,,,
46.2,79.5,,,,
62.75,84.25,,,,
49.475,89.95,,,,
50.3,76.3,,,,
61.3,101.95,,,,
75.9,104,,,,
48.4,78.15,,,,
82.3,107.15,,,,
100.95,122.2,,,,
53.7,76,,,,
56.2,79,,,,
61.8,74.2,,,,
87.1,93.4,,,,
69.5,92.7,,,,
64.7,76,,,,
39.65,62,,,,
