Pesom,Cinturam,,,,
73.25,89.55,,,,
45.25,68.45,,,,
71.625,82.2,,,,
73.9,108,,,,
60.525,76.35,,,,
46.625,65.35,,,,
64.625,88.05,,,,
51.1,70.05,,,,
49.25,67,,,,
72.8,88.45,,,,
72.8,88.45,,,,
56,81.25,,,,
55.925,74.1,,,,
47.525,69.65,,,,
36.225,67.1,,,,
64.5,91.5,,,,
44.55,69.7,,,,
47.1,70.7,,,,
40.2,69.2,,,,
66.6,105.6,,,,
46.5,74.4,,,,
82.9,98,,,,
67.4,86.6,,,,
43.45,69,,,,
58.9,78,,,,
29.4,64.4,,,,
56.3,84,,,,
67.7,,,,,
41.5,71,,,,
59.6,87.1,,,,
58.3,80.3,,,,
77.05,109.15,,,,
50.5,82.5,,,,
89.8,117.25,,,,
61.9,83.9,,,,
53.5,78.5,,,,
48.5,73.4,,,,
43.15,78.9,,,,
112,135,,,,
61.35,92,,,,
48.15,,,,,
43.45,62.7,,,,
72.9,103.5,,,,
57.3,76.2,,,,
58.6,95.95,,,,
59.3,106.3,,,,
64.5,91.15,,,,
84.15,96.55,,,,
54.9,87.15,,,,
52.6,83.4,,,,
51.25,73,,,,
47.45,,,,,
57.65,79,,,,
90.65,103.25,,,,
72.2,94,,,,
66,82.45,,,,
55.05,77,,,,
78.25,99.05,,,,
68.25,101.05,,,,
36.95,64.25,,,,
61.7,,,,,
75.65,103.7,,,,
75.65,,,,,
66.65,95,,,,
67.9,97.8,,,,
81.65,100,,,,
54.4,73.5,,,,
67.7,93.05,,,,
68.95,,,,,
61.6,87.15,,,,
51.1,73,,,,
70.45,91.6,,,,
82.7,100.6,,,,
69.85,102.8,,,,
56.8,84.6,,,,
84.7,,,,,
64.65,,,,,
53.25,89.05,,,,
42.775,82.25,,,,
52.15,95.2,,,,
70.25,102.1,,,,
46.9,70.5,,,,
39.025,72.35,,,,
66.05,85.7,,,,
70.6,90.35,,,,
67.5,109.05,,,,
55.6,84.1,,,,
60.95,98.3,,,,
65.4,86.15,,,,
64.35,93.5,,,,
43.3,89,,,,
68.25,98.5,,,,
67,85,,,,
58.7,88,,,,
79.1,96.5,,,,
66.15,87.6,,,,
28.65,57.35,,,,
52.7,84.9,,,,
70.5,99.45,,,,
69.4,86.1,,,,
73.4,92,,,,
69.115,,,,,
39.275,66.6,,,,
55.1,76.1,,,,
57.6,83,,,,
73.1,86.35,,,,
94,116.1,,,,
70.7,107,,,,
73.3,86.15,,,,
61.05,85.95,,,,
56,87.2,,,,
68,107.05,,,,
67.95,98,,,,
70.7,108.35,,,,
55.9,93.1,,,,
53.5,91.7,,,,
68.8,93.15,,,,
52.6,82.95,,,,
58.2,96.4,,,,
53.9,75.5,,,,
55.7,73.15,,,,
69.25,83.45,,,,
73,104.5,,,,
70.3,110,,,,
49.05,74.5,,,,
58.1,81.75,,,,
65,90.5,,,,
52.6,82,,,,
45.625,79.8,,,,
106.5,124.6,,,,
61,80.3,,,,
68,93.05,,,,
40.5,63.05,,,,
62.9,100.15,,,,
85.3,102,,,,
59,79.2,,,,
62.5,94,,,,
44.4,67.1,,,,
38.45,59.5,,,,
69.5,99.45,,,,
36.6,63.5,,,,
54.2,79.2,,,,
81.45,100.35,,,,
31.2,56,,,,
51.25,76.25,,,,
52.85,74.5,,,,
29.45,60,,,,
104.35,102,,,,
49.775,74.35,,,,
53.7,71,,,,
72.55,80.55,,,,
50.55,88.6,,,,
71.2,88.5,,,,
58.9,81.4,,,,
68.95,86.35,,,,
84.2,101.3,,,,
75.8,100.25,,,,
83.55,103.7,,,,
57.8,90.3,,,,
70.75,97.5,,,,
69.65,95.3,,,,
48.375,67.65,,,,
71.9,89.2,,,,
37.825,68.1,,,,
32.05,61.8,,,,
47.15,70.2,,,,
50.95,92,,,,
73.65,83.5,,,,
91.15,108.55,,,,
54.55,94.2,,,,
37.725,58.2,,,,
72.5,95.2,,,,
57.9,75.85,,,,
42.025,70.6,,,,
43.525,65.7,,,,
74.4,90.2,,,,
72.95,,,,,
46.825,69.6,,,,
72.15,94.7,,,,
42.8,65.2,,,,
57.75,88,,,,
36.55,59,,,,
30.85,60.8,,,,
53,,,,,
48.275,76.1,,,,
57.1,88.1,,,,
68.85,90.4,,,,
77.65,99.3,,,,
43.675,63.6,,,,
39.875,66.3,,,,
80.45,113.1,,,,
43.75,72,,,,
67,99.8,,,,
75.2,108.6,,,,
71.7,108.8,,,,
69.4,94.6,,,,
51.05,73.2,,,,
48.825,77,,,,
82.9,112.2,,,,
104.45,112.5,,,,
77.3,,,,,
33.85,55.9,,,,
70.5,,,,,
89,108.3,,,,
45.3,110.8,,,,
76.1,95.2,,,,
53.5,72.8,,,,
33.55,63.3,,,,
87.45,101.1,,,,
63.9,99.75,,,,
55,,,,,
29.325,60.1,,,,
60.1,93.15,,,,
48.15,75.45,,,,
64.25,92.1,,,,
57.1,84.15,,,,
85.2,101.25,,,,
56.8,79.5,,,,
59.65,82.15,,,,
66.45,85.95,,,,
64.325,73.55,,,,
83.925,111.15,,,,
65.1,99.15,,,,
28.225,59.75,,,,
80.8,102.15,,,,
62.2,84.6,,,,
64.8,94.4,,,,
43.65,65.15,,,,
78.25,97,,,,
32.625,66.75,,,,
51.1,77.05,,,,
62.5,,,,,
54.2,83.1,,,,
79.7,101.75,,,,
43.1,73.95,,,,
50.05,73.4,,,,
67.6,114.1,,,,
62.375,83.5,,,,
65.2,,,,,
78,93.45,,,,
48.15,76,,,,
82.7,104,,,,
38.75,67,,,,
59.6,80.5,,,,
59.35,81,,,,
42,65,,,,
39.725,63.45,,,,
67.8,89,,,,
74.25,91.85,,,,
76.15,104,,,,
84.15,119.3,,,,
61.75,84.6,,,,
60.45,98.55,,,,
68,87,,,,
53,79,,,,
77.2,95,,,,
61.05,81.45,,,,
36.1,60.2,,,,
63.2,87,,,,
61.4,80,,,,
46.4,77.05,,,,
51.5,77.15,,,,
73.2,107.5,,,,
53.9,79,,,,
63.575,99,,,,
69,92.7,,,,
51.1,85.9,,,,
67.9,105.9,,,,
92.5,106,,,,
68,93.2,,,,
36,64.5,,,,
61.3,81.5,,,,
81.1,103.5,,,,
49.3,86.5,,,,
78.6,110.6,,,,
79.2,97.3,,,,
29.9,59,,,,
58.1,84.2,,,,
64.4,84,,,,
50.6,79.8,,,,
43.775,68,,,,
45.9,67.5,,,,
95.15,69.6,,,,
60.3,88.2,,,,
63.2,89.7,,,,
45.35,67.9,,,,
47.85,,,,,
55.2,90.5,,,,
46.3,75.7,,,,
66.1,86.7,,,,
56.1,74.5,,,,
77.3,100.5,,,,
56.075,,,,,
63.8,83.5,,,,
70.5,90.8,,,,
63.8,87.6,,,,
47.15,73.4,,,,
53.85,74.5,,,,
82.6,112.9,,,,
52.9,77.9,,,,
71.7,90.3,,,,
28.2,75.1,,,,
67.9,93.8,,,,
45.1,77.5,,,,
57.8,88,,,,
69.8,100.5,,,,
91.8,115.2,,,,
87.1,119.5,,,,
68.7,86.6,,,,
59.2,84.6,,,,
66.3,91,,,,
66.4,83.2,,,,
62.4,99.9,,,,
43.425,70.05,,,,
64.05,,,,,
38.875,68.9,,,,
51.75,81,,,,
35.525,66.85,,,,
53.5,96.1,,,,
58.65,74.8,,,,
50.05,78,,,,
69.65,90.6,,,,
81.1,114.05,,,,
83.55,109.2,,,,
68.9,99.2,,,,
74.15,96.15,,,,
46.15,72.75,,,,
84.5,,,,,
71.9,99,,,,
44.875,67.6,,,,
85.1,96.4,,,,
76.3,85,,,,
47.725,84.7,,,,
68.85,94.1,,,,
103.9,110,,,,
70.2,87.45,,,,
72.6,97.8,,,,
73.7,91.2,,,,
54.65,77.75,,,,
58.8,,,,,
58.35,84.4,,,,
57.4,85.8,,,,
90.5,80.6,,,,
42.575,67.95,,,,
63.3,83.3,,,,
56.4,83.1,,,,
68,90.5,,,,
44.75,70.4,,,,
62.2,,,,,
55,73.6,,,,
72.9,,,,,
50.7,74,,,,
65,88,,,,
165,78.5,,,,
76.8,84.25,,,,
75.95,96.6,,,,
44.05,67.15,,,,
46.8,77.9,,,,
43.925,77.45,,,,
42.275,69.1,,,,
73.15,91.1,,,,
60.9,84,,,,
65.45,87.8,,,,
49.15,72.25,,,,
48.175,78.35,,,,
64.7,88.1,,,,
32.75,74,,,,
46.65,74.1,,,,
83.5,100.05,,,,
52.25,70.1,,,,
41.5,86,,,,
33.75,62.4,,,,
51.2,81.5,,,,
79.25,99.6,,,,
49.35,72.9,,,,
60.1,,,,,
63.1,87.15,,,,
47.37,76.25,,,,
80.2,100,,,,
46.85,71.7,,,,
57.3,86.6,,,,
73.75,110.35,,,,
56.4,86.3,,,,
80.7,103.75,,,,
48.05,,,,,
47.9,79.15,,,,
47.925,74.05,,,,
64.9,90.65,,,,
55.7,85.05,,,,
51.45,83.6,,,,
33.5,66.5,,,,
40.875,68.9,,,,
48.5,73.2,,,,
45.1,68.5,,,,
52,93.5,,,,
46.45,66,,,,
59.55,89.35,,,,
61.3,90.6,,,,
69.1,107,,,,
75.5,94,,,,
49.175,82.15,,,,
58,72,,,,
70.7,106.6,,,,
68.2,83,,,,
67.75,84.4,,,,
63.1,78.6,,,,
62.75,78.4,,,,
81.4,80.4,,,,
79.75,100.2,,,,
56.55,75.5,,,,
51.2,66.9,,,,
50.4,76.6,,,,
68.1,,,,,
51.25,75.35,,,,
45.3,65.4,,,,
41.25,69.5,,,,
64,96.5,,,,
80.9,74.2,,,,
61.9,83,,,,
58.3,78.2,,,,
70.5,96.5,,,,
81.3,93.7,,,,
33.25,79,,,,
104.75,126,,,,
70.9,91.2,,,,
84.6,103.9,,,,
80.1,110,,,,
52.2,74.5,,,,
104.55,117.8,,,,
58.8,83,,,,
54.7,74,,,,
49.91,64,,,,
53.8,79,,,,
44.3,61.1,,,,
84.25,104.85,,,,
99.2,123,,,,
58,86.95,,,,
57.35,79.2,,,,
87.9,,,,,
39.1,64.7,,,,
51.4,72.2,,,,
83.4,107,,,,
46.1,85,,,,
51.8,75,,,,
73.6,84,,,,
60.1,,,,,
77.6,91,,,,
65,89,,,,
53.4,81.2,,,,
55.1,76,,,,
76,92,,,,
97.55,102.2,,,,
42.8,61,,,,
42.5,68,,,,
33.15,59.4,,,,
47.1,71.8,,,,
66.55,81,,,,
43.525,64.5,,,,
44.975,63.5,,,,
48.75,77.9,,,,
62.4,84,,,,
69.05,98.6,,,,
56.4,79.5,,,,
41.8,59,,,,
65.85,90,,,,
29.2,58.2,,,,
80.9,94.2,,,,
47.45,67,,,,
62,64,,,,
82.325,82,,,,
59.9,80.3,,,,
59.7,80.3,,,,
57.9,69.5,,,,
76.6,94.5,,,,
59.7,75.2,,,,
36.55,58.05,,,,
44.84,67.95,,,,
51.2,68.3,,,,
65.1,83.6,,,,
54.55,90.9,,,,
76.45,89.6,,,,
74.9,93.15,,,,
45.075,64.85,,,,
69.65,79.45,,,,
66.35,89.75,,,,
75.4,,,,,
67.7,84,,,,
62.6,75,,,,
45.025,67,,,,
62.6,89,,,,
28.825,61,,,,
80.15,96,,,,
59.65,,,,,
75.95,91,,,,
69,89,,,,
89.65,105.25,,,,
66.5,97,,,,
56.4,,,,,
73.9,90,,,,
49.975,71.45,,,,
71.45,,,,,
44.03,69.9,,,,
80.6,107.1,,,,
55.95,82,,,,
52.8,87.25,,,,
66.25,98,,,,
49.55,,,,,
88.65,111.5,,,,
69.6,116.5,,,,
65.65,92,,,,
100.3,119.15,,,,
63.25,88.3,,,,
32.725,62.1,,,,
98.4,116.2,,,,
43.925,73.2,,,,
45.25,65,,,,
62.4,86.8,,,,
59.9,86.6,,,,
56.75,82.5,,,,
58.9,,,,,
53,,,,,
71.8,91.5,,,,
74.35,,,,,
47.65,83.3,,,,
45.8,88.5,,,,
75.35,98.8,,,,
82.6,110.6,,,,
26.1,54.5,,,,
54.26,80.2,,,,
46.6,76.4,,,,
64.3,80.9,,,,
90.5,105.2,,,,
64.1,97.7,,,,
77.2,95,,,,
40.45,70.05,,,,
66.35,,,,,
46.925,72.1,,,,
57.85,80,,,,
52.45,77,,,,
55,76.25,,,,
41.075,74.25,,,,
43.1,69,,,,
56.45,71.8,,,,
58.8,89.05,,,,
63.85,73.55,,,,
64,87.25,,,,
40.75,63.4,,,,
44.3,71.5,,,,
32.7,80.5,,,,
50.15,76.4,,,,
47.925,75.1,,,,
64.35,,,,,
61.9,76.95,,,,
49.25,66.05,,,,
88.85,117,,,,
75,97,,,,
27.675,56.1,,,,
44.475,68.35,,,,
62,76.65,,,,
79.4,,,,,
65.6,89.15,,,,
69.05,92.6,,,,
54.73,83.55,,,,
34.85,56.5,,,,
28.4,61.85,,,,
59.75,89.65,,,,
39.2,62.8,,,,
58.35,83,,,,
49.825,75.1,,,,
61.8,,,,,
78.2,102.05,,,,
41.625,68.15,,,,
40.55,64.4,,,,
53.55,91.55,,,,
55,78.9,,,,
84.35,107,,,,
43.3,222.21,,,,
71.55,98.95,,,,
74.75,95.3,,,,
72.85,90.1,,,,
74.95,108.35,,,,
51.8,75.2,,,,
61.3,98.35,,,,
103.95,120.1,,,,
51.9,89.1,,,,
62.4,90.5,,,,
62.6,91.3,,,,
75.525,98.05,,,,
90.5,91.1,,,,
66.8,88,,,,
57.1,77.8,,,,
48.55,62.1,,,,
30.05,59,,,,
64.7,83.6,,,,
44.375,72.9,,,,
80.5,100.45,,,,
70.35,95.45,,,,
74.9,109.95,,,,
67.55,86.9,,,,
73.6,100.3,,,,
42.075,81.5,,,,
65.9,108,,,,
73,108.2,,,,
83.6,93.7,,,,
69.95,103.8,,,,
77.75,63,,,,
52.8,94,,,,
64.45,78.8,,,,
44.4,70.2,,,,
49,72.3,,,,
63.8,86.4,,,,
86.895,120.7,,,,
60.2,80.9,,,,
70.9,121,,,,
73.1,93.5,,,,
47.8,70,,,,
48.05,72,,,,
56.1,82.8,,,,
39.7,63.2,,,,
44.9,72.7,,,,
40.25,71.2,,,,
53.7,71.4,,,,
34.45,64,,,,
32.825,64,,,,
53.85,79.4,,,,
67.3,96.2,,,,
41.95,69.7,,,,
64.8,79.2,,,,
61.3,74.1,,,,
93.5,113.5,,,,
47.675,72,,,,
93.1,110.4,,,,
57.05,77,,,,
53.5,85.7,,,,
61.4,84.6,,,,
70.1,90.6,,,,
55.55,,,,,
64.3,88.3,,,,
63.75,86.5,,,,
78.85,110.8,,,,
48.2,73.6,,,,
58.95,76.4,,,,
28.55,58.5,,,,
63.65,82,,,,
58.25,75.1,,,,
35.7,91.5,,,,
59,73.2,,,,
51.05,87.1,,,,
91,,,,,
42.3,65.4,,,,
91.8,105,,,,
69.6,91.4,,,,
53.15,71.05,,,,
63.8,80.1,,,,
77.1,110.85,,,,
53.7,83,,,,
85.1,96.3,,,,
56.45,85.65,,,,
63.5,83.15,,,,
50.35,70.4,,,,
70.65,,,,,
75.2,98.7,,,,
83.2,102.05,,,,
68.7,97.95,,,,
55.8,78.9,,,,
64.5,90.5,,,,
78,114.4,,,,
84.8,109,,,,
79.6,98.5,,,,
72.7,91.5,,,,
79.25,104.4,,,,
62.35,,,,,
63.2,89.3,,,,
59.25,,,,,
65.7,94.8,,,,
78.4,98.55,,,,
32.9,,,,,
56.6,81.25,,,,
50.9,76.9,,,,
68.6,91.1,,,,
59.2,83.45,,,,
52.4,94.5,,,,
44.05,62.5,,,,
65.4,84,,,,
72.1,90.4,,,,
65.3,82.1,,,,
72.5,101,,,,
48.85,78,,,,
77.95,93.45,,,,
88.2,127.1,,,,
154.1,157.45,,,,
72.15,85.4,,,,
67.8,90.4,,,,
74.7,101.45,,,,
105.3,115.6,,,,
31.325,56.65,,,,
82.3,95.5,,,,
63.7,85,,,,
91.4,114,,,,
80.8,101.3,,,,
84.6,95.5,,,,
53.6,76,,,,
69.9,79.4,,,,
97.5,107.8,,,,
69.55,,,,,
62.4,77.7,,,,
59.7,82.95,,,,
58.1,82,,,,
60.5,77.3,,,,
101.9,112,,,,
51.5,73.1,,,,
83.2,86.1,,,,
68.9,102.05,,,,
63.75,94.1,,,,
67.35,92.9,,,,
79.55,105.7,,,,
54.2,76.2,,,,
45.1,69,,,,
55.95,72.25,,,,
35.15,61.7,,,,
72.15,89.3,,,,
52.1,70.4,,,,
44.75,70.1,,,,
49.4,66.45,,,,
59,71,,,,
48.05,71.25,,,,
55.1,79.3,,,,
49.95,69.75,,,,
59.3,83.4,,,,
54.3,78.95,,,,
52.1,76.2,,,,
44.3,75,,,,
62.3,82.5,,,,
68.4,,,,,
52.3,74.7,,,,
51.5,76.55,,,,
53.2,71.2,,,,
70.55,90,,,,
42.75,67.65,,,,
58.85,,,,,
81.9,98,,,,
52.9,69.5,,,,
49.4,67.5,,,,
49.15,68.4,,,,
77.6,89,,,,
30.8,63.5,,,,
72.85,93.8,,,,
87.7,110.6,,,,
86.425,92,,,,
65.425,97.2,,,,
59.95,83.2,,,,
77.6,88.7,,,,
53.25,81.55,,,,
51.7,81,,,,
65.45,79.25,,,,
71.2,96.5,,,,
74.8,100.5,,,,
77.2,88.4,,,,
56.3,75.4,,,,
71.4,,,,,
46.925,69.35,,,,
78.15,85.5,,,,
41.2,72.85,,,,
70.25,76.65,,,,
58.8,70.35,,,,
70.3,100.35,,,,
52.9,78,,,,
48.3,71.2,,,,
63.775,,,,,
60.2,76.1,,,,
74.425,,,,,
49.1,83.05,,,,
58.6,92.15,,,,
46.125,73.65,,,,
52.6,76.4,,,,
52.3,75.6,,,,
82.35,100.3,,,,
78.35,92.2,,,,
52.95,74.8,,,,
47.45,,,,,
46.5,71,,,,
54.8,77.4,,,,
69.9,94,,,,
53.7,75.55,,,,
66.1,79.5,,,,
58.2,78.95,,,,
39.65,68.75,,,,
57.05,82.8,,,,
70.35,98.45,,,,
41.1,64.45,,,,
57.725,,,,,
85.6,100.75,,,,
43.525,74.9,,,,
40.1,64.95,,,,
44.725,71,,,,
63.75,,,,,
58.2,79.4,,,,
60.95,77.1,,,,
32,63,,,,
92.6,122.3,,,,
41.85,71.2,,,,
66,97,,,,
55,76.05,,,,
60.5,80.7,,,,
89.125,101.4,,,,
62.1,88.95,,,,
72.85,94.4,,,,
58.1,77.8,,,,
48.975,76.75,,,,
48.675,67.05,,,,
68.85,,,,,
70.9,89.15,,,,
58.5,78.8,,,,
54.5,75.4,,,,
49.75,76.1,,,,
37.4,63.4,,,,
72.7,89.7,,,,
66.3,,,,,
59.2,85,,,,
69.9,73,,,,
80.8,98.7,,,,
55.8,,,,,
41.52,62,,,,
47.1,76.3,,,,
54.9,80.4,,,,
41.95,,,,,
58.1,85.35,,,,
50.15,86.4,,,,
49.9,86.4,,,,
39.55,66,,,,
77.4,104,,,,
63.85,80.3,,,,
77.775,100.5,,,,
49.875,81.85,,,,
55.55,76.55,,,,
40.75,69.6,,,,
59.3,,,,,
80.05,104.9,,,,
78.75,100.75,,,,
66.1,91,,,,
26.725,58.3,,,,
57.75,81.5,,,,
67.2,90.8,,,,
35.1,66,,,,
51.1,63.3,,,,
67.95,93,,,,
59.15,81.5,,,,
53.55,78.55,,,,
63.3,83,,,,
53.2,81.1,,,,
71.05,84,,,,
76,101.2,,,,
78.8,97.6,,,,
115.15,132.7,,,,
68.375,89.1,,,,
68.85,,,,,
55.5,89,,,,
43.5,72.55,,,,
44.125,68,,,,
66.1,85.15,,,,
62.5,71,,,,
61.1,65.6,,,,
60.8,85.6,,,,
76.575,100.4,,,,
59.85,95.05,,,,
44.225,72.05,,,,
39.525,73.45,,,,
76.75,103.2,,,,
57,84.75,,,,
45.125,68.65,,,,
55.25,85.1,,,,
50.1,76,,,,
61.6,82.3,,,,
56.5,,,,,
54.6,91.8,,,,
49.625,70,,,,
67,98,,,,
50.8,76.1,,,,
38.225,65,,,,
55,78.6,,,,
76.7,103,,,,
87.2,112.35,,,,
86.1,106.9,,,,
76.9,149.7,,,,
94.65,104.2,,,,
60,78.7,,,,
75.25,,,,,
46.25,74.2,,,,
58.6,72.7,,,,
44.675,69.55,,,,
54.6,79.9,,,,
81.6,113.1,,,,
50.5,79.8,,,,
44.9,66.1,,,,
60.5,88.65,,,,
71.7,91.7,,,,
67,94.9,,,,
74,,,,,
76.5,88.3,,,,
54,86.95,,,,
54.8,78.75,,,,
48.4,74.4,,,,
55.9,75.5,,,,
70.45,97.8,,,,
60,81.5,,,,
53.2,71.7,,,,
68.15,84.5,,,,
87.4,106.7,,,,
60.4,83.5,,,,
44.45,77,,,,
57.2,78.95,,,,
50.2,91.35,,,,
70.4,88,,,,
41.725,69,,,,
61.1,80,,,,
86,107.9,,,,
47.775,66.2,,,,
87,101,,,,
88.35,110,,,,
54.2,69,,,,
78.75,94,,,,
91.35,,,,,
56.8,,,,,
64.9,82.4,,,,
75.5,98,,,,
46.1,79.55,,,,
55.9,86.9,,,,
34.6,64.45,,,,
51.8,98.3,,,,
59.1,86,,,,
68.4,99.6,,,,
79,104.45,,,,
92.3,,,,,
67.2,84,,,,
48.175,68.2,,,,
67.25,91.1,,,,
63.75,100.15,,,,
54.1,83.8,,,,
77.6,95.5,,,,
74.75,99,,,,
94.95,103.3,,,,
54.9,73.6,,,,
73.8,100,,,,
45.3,64.9,,,,
60.05,90.7,,,,
58.3,90.4,,,,
29.55,58,,,,
67.3,93.1,,,,
59.2,78.2,,,,
57.55,75.05,,,,
51.4,,,,,
63.6,83,,,,
55.4,82,,,,
75.7,96,,,,
88.1,110,,,,
51.6,78.6,,,,
92.4,117.3,,,,
42.875,59.3,,,,
85.1,100.8,,,,
61.9,83.45,,,,
75.8,92.6,,,,
51.8,84.1,,,,
58.425,83.45,,,,
66.6,104.8,,,,
75.425,86.5,,,,
66.75,83.2,,,,
85.75,102,,,,
96.9,,,,,
65.35,,,,,
63.9,88,,,,
76.5,105.1,,,,
74,88.7,,,,
60.6,93.1,,,,
59.8,76,,,,
69.35,83.1,,,,
61.75,77.8,,,,
66,81.7,,,,
68.45,86.9,,,,
56.65,85.5,,,,
68.3,86.5,,,,
44.825,68.75,,,,
61.3,85.5,,,,
72.45,89.45,,,,
90.25,115.95,,,,
74.5,89.5,,,,
49.95,70.6,,,,
50.4,77.8,,,,
76.8,103.2,,,,
68.6,78.2,,,,
46.55,72.45,,,,
64.2,90,,,,
55.55,80.6,,,,
41.5,67,,,,
76.3,97,,,,
55.95,,,,,
63.85,83.3,,,,
72.5,98.5,,,,
76.3,102.5,,,,
63.3,97.5,,,,
70.1,109.5,,,,
73.45,85.8,,,,
61.6,82.65,,,,
54.15,68.6,,,,
61.85,79.1,,,,
41.275,83.45,,,,
38.9,69.2,,,,
69.975,96.25,,,,
73.1,88.9,,,,
66.7,94.1,,,,
64.55,116,,,,
115.9,123.1,,,,
84.25,108.5,,,,
60.3,86.7,,,,
56.3,74,,,,
57.9,71,,,,
87.1,102.3,,,,
63.5,83.4,,,,
57.55,73,,,,
62,91.1,,,,
96.25,126.1,,,,
54.85,78.4,,,,
69.8,92.3,,,,
51.35,,,,,
60.95,81.15,,,,
60.05,88.55,,,,
41.8,68.4,,,,
86.85,111.9,,,,
67.15,97.8,,,,
67.3,93.5,,,,
43.85,66.15,,,,
45.775,73.9,,,,
64.05,87.35,,,,
44.075,72.95,,,,
46.5,68.7,,,,
48.1,85.4,,,,
50.1,69.5,,,,
57.4,84,,,,
32.05,57.6,,,,
69.55,92.55,,,,
60.95,85.15,,,,
92.65,124.8,,,,
59.75,90.85,,,,
45.8,97.15,,,,
48.85,68.5,,,,
66.6,84.5,,,,
71,83.5,,,,
60.2,84,,,,
51.7,79,,,,
55.8,91.6,,,,
71.3,90.4,,,,
46.3,74,,,,
57.1,76.4,,,,
90.1,107.2,,,,
60.45,78.85,,,,
62.55,87.1,,,,
86.05,103.25,,,,
46.8,,,,,
53.05,74.1,,,,
62.55,87,,,,
48.45,75,,,,
52.1,72.5,,,,
65,84.6,,,,
59.7,77.35,,,,
61.7,75.2,,,,
60.2,91.5,,,,
80.475,107.8,,,,
92.35,103.05,,,,
68.9,94.75,,,,
55.95,79.9,,,,
84.35,102.35,,,,
72.7,92.5,,,,
39.15,66.45,,,,
92.425,106.6,,,,
51.1,78.3,,,,
55.5,87.45,,,,
81.45,99.3,,,,
56.9,93.5,,,,
109.5,120.65,,,,
52.45,73,,,,
68.05,82.5,,,,
38.025,63.1,,,,
60.8,,,,,
77.7,98,,,,
88.15,111.4,,,,
67.7,80.5,,,,
91.65,98.75,,,,
56.5,88.2,,,,
74.5,80.9,,,,
60.2,90.5,,,,
62.2,79.7,,,,
44.85,85.2,,,,
58.45,84.3,,,,
68.6,,,,,
62,93.55,,,,
42.5,80.2,,,,
63.3,103.15,,,,
76.75,86,,,,
50.9,70,,,,
97.85,66.5,,,,
62.6,82.1,,,,
45.55,68,,,,
75.95,101.6,,,,
72.55,86.2,,,,
74.95,97.1,,,,
49.05,77.7,,,,
57,82.9,,,,
82.2,100,,,,
66.5,89,,,,
71.7,91,,,,
35.75,67.7,,,,
87.5,105.2,,,,
87.65,,,,,
43.3,66.6,,,,
37.2,58,,,,
42,70.5,,,,
47.8,66,,,,
69,92.05,,,,
53,84.25,,,,
54.4,68.2,,,,
102.05,119,,,,
76.4,91,,,,
80.95,85.2,,,,
66.4,73.4,,,,
60.3,,,,,
90.3,112.5,,,,
59.6,84,,,,
60.7,80.95,,,,
53.45,,,,,
69.8,93.5,,,,
79.65,110.75,,,,
65.25,87.5,,,,
43.4,79.7,,,,
55.5,86.3,,,,
50.9,74.8,,,,
55.2,76.1,,,,
45.7,68,,,,
43.325,67,,,,
44.125,67.05,,,,
49.9,87.1,,,,
34.45,81.1,,,,
69.8,97,,,,
83.9,89.35,,,,
67.6,89.7,,,,
59.85,98.95,,,,
92.2,110.3,,,,
65.3,89.4,,,,
59,81.15,,,,
62.3,96,,,,
46.15,68.6,,,,
64.75,98.1,,,,
64.4,90.1,,,,
70.4,86,,,,
44.175,68.7,,,,
116.05,118,,,,
64.4,84.4,,,,
64,70.2,,,,
85.15,102.7,,,,
61.1,89.65,,,,
48.825,92.95,,,,
55.8,71.95,,,,
65.9,98.15,,,,
68.5,89.25,,,,
30.7,95.45,,,,
84.75,97.45,,,,
62.85,83,,,,
53.75,76.1,,,,
50.7,78.1,,,,
45.7,60.6,,,,
69.8,91.6,,,,
75.25,107,,,,
81.1,101.5,,,,
64.8,,,,,
75.6,109.5,,,,
67.8,83.3,,,,
40.675,71.75,,,,
63.8,93.5,,,,
63.85,85.6,,,,
43.25,67,,,,
93.8,,,,,
69.6,104.5,,,,
41.35,66.25,,,,
44.9,69.95,,,,
49.75,76.3,,,,
55.55,88,,,,
52.2,78.3,,,,
31.35,61.5,,,,
49.75,71,,,,
67.6,93.5,,,,
150,222.22,,,,
80.3,97.5,,,,
68.9,98.1,,,,
68.7,81.4,,,,
85.5,114.25,,,,
93.45,114.2,,,,
39.75,69.3,,,,
40.925,65.4,,,,
47.325,81,,,,
55.55,90.55,,,,
67.9,83.25,,,,
48.75,72.15,,,,
49.55,76.55,,,,
59.7,80,,,,
76.15,87.4,,,,
66.8,87,,,,
28.35,58.8,,,,
66.6,95.7,,,,
46.525,73.3,,,,
88.55,106.5,,,,
81.9,98.1,,,,
47.9,85,,,,
50.9,69,,,,
68.45,81.4,,,,
68.05,,,,,
62.45,83.9,,,,
63.65,99.45,,,,
66.25,92.45,,,,
88.8,110.6,,,,
64.05,88.85,,,,
76.7,103.6,,,,
71,102.6,,,,
53.9,81,,,,
38.1,72,,,,
42.35,71,,,,
70.35,102.2,,,,
49.575,72.15,,,,
57.1,85.55,,,,
69.7,98.95,,,,
60,89.15,,,,
50,77.9,,,,
50.7,,,,,
67.4,99.7,,,,
76.65,93.6,,,,
76.75,89.6,,,,
46.675,67,,,,
67.5,93,,,,
57.1,85.3,,,,
47.025,76.55,,,,
83.75,,,,,
62.35,89.6,,,,
64.15,83.9,,,,
